,,Week 7 Game,,,,Standard,,PPR,,Passing,,,,Rushing,,,
Jackson Arnold,Oklahoma,Tex,Tex,-,-,14,24.91,14,24.91,299.48,2.00,1.00,13.8,29.07,7.27,4.0,0.33
Shedeur Sanders,Colorado,KanSt,KanSt,-,-,15,23.79,15,23.79,300.27,2.41,0.45,11.1,-5.45,10.89,-0.5,0.45
Brady Cook,Missouri,UMass,Missou,-,-,16,22.68,16,22.68,257.39,1.71,0.41,13.6,25.88,8.90,2.9,0.49
Joey Aguilar,Appalachian State,UL-Laf,App,-,-,17,22.44,17,22.44,267.17,2.33,0.83,12.8,14.17,5.25,2.7,0.17
Garrett Nussmeier,LSU,Miss,Miss,-,-,18,22.13,18,22.13,266.88,2.31,0.91,13.3,7.34,5.61,1.3,0.25
Noah Fifita,Arizona,BYU,Ari,-,-,19,21.97,19,21.97,280.65,2.48,0.86,12.3,3.16,3.16,1.0,0.09
Will Howard,Ohio State,Oregon,OhioSt,-,-,20,21.91,20,21.91,254.84,1.97,0.58,13.4,18.57,4.44,4.2,0.33
Grayson McCall,North Carolina State,Syr,Syr,-,-,21,21.85,21,21.85,235.63,1.78,0.85,12.1,22.61,8.13,2.8,0.51
Riley Leonard,Notre Dame,Stan,Stan,-,-,22,21.34,22,21.34,215.75,2.06,0.41,13.8,24.82,5.03,4.9,0.33
Quinn Ewers,Texas,Okla,Tex,-,-,23,21.22,23,21.22,286.78,1.91,0.58,12.9,6.07,4.99,1.2,0.25
Jaylen Raynor,Arkansas State,TxSt,ArkSt,-,-,24,21.21,24,21.21,238.08,1.51,0.75,14.6,31.35,10.81,2.9,0.42
Carson Beck,Georgia,MissSt,MissSt,-,-,25,21.20,25,21.20,291.08,1.83,0.58,12.7,7.48,4.41,1.7,0.25
Miller Moss,USC,PSU,PSU,-,-,26,21.16,26,21.16,277.17,2.05,0.77,13.0,8.38,3.68,2.3,0.17
Jacob Zeno,UAB,Army,UAB,-,-,27,20.81,27,20.81,273.20,1.82,0.83,10.7,10.86,8.38,1.3,0.25
Maddux Madsen,Boise State,Hawaii,Boise,-,-,28,20.49,28,20.49,232.23,1.83,0.83,13.4,18.94,5.23,3.6,0.33
LaNorris Sellers,South Carolina,Ala,SCar,-,-,29,20.43,29,20.43,238.41,1.32,0.74,12.5,31.25,8.93,3.5,0.41
Tyler Shough,Louisville,UVa,Lou,-,-,30,20.40,30,20.40,247.63,1.84,1.00,11.5,16.37,5.26,3.1,0.25
Brayden Schager,Hawaii,Boise,Boise,-,-,31,20.31,31,20.31,276.90,2.02,1.09,10.6,6.48,8.17,0.8,0.08
JC French,Georgia Southern,Marsh,Marsh,-,-,32,19.95,32,19.95,267.83,1.83,1.08,10.7,9.00,6.00,1.5,0.17
Cameron Rising,Utah,AriSt,Utah,-,-,33,19.80,33,19.80,210.63,1.65,0.58,12.1,27.91,5.61,5.0,0.33
Nicholas Vattiato,Middle Tenn. St,LaTech,MiddTn,-,-,34,19.73,34,19.73,232.58,1.66,0.99,12.2,23.04,7.96,2.9,0.25
Tucker Gleason,Toledo,Buff,Toledo,-,-,35,19.72,35,19.72,202.58,1.52,0.68,12.6,35.18,8.78,4.0,0.34
John Mateer,Washington State,Fres,WashSt,-,-,36,19.58,36,19.58,232.36,1.52,0.76,11.5,21.56,8.27,2.6,0.34
TJ Finley,Western Kentucky,UTEP,UTEP,-,-,37,19.57,37,19.57,251.77,2.00,0.91,11.0,5.16,3.99,1.3,0.17
E.J. Warner,Rice,Tx-SA,Tx-SA,-,-,38,19.51,38,19.51,244.28,2.28,0.93,12.0,0.93,3.22,0.3,0.08
Rocco Becht,Iowa State,WVU,IaSt,-,-,39,19.40,39,19.40,246.25,1.85,0.67,13.3,6.15,6.07,1.0,0.25
Danny O'Neil,San Diego State,Wyo,SDSU,-,-,40,19.34,41,19.34,237.84,1.65,1.07,11.0,12.60,7.00,1.8,0.33
Matthew Sluka,UNLV,UtahSt,UNLV,-,-,41,19.34,40,19.34,242.53,1.24,0.82,13.8,27.18,7.00,3.9,0.33
Brayden Fowler-Nicolosi,Colorado State,SJSU,SJSU,-,-,42,19.17,42,19.17,289.81,1.81,1.32,11.6,-1.73,2.89,-0.6,0.08
Logan Smothers,Jacksonville State,NMSt,NMSt,-,-,43,18.97,43,18.97,130.40,0.91,0.66,10.9,51.21,14.19,3.6,0.83
Ashton Daniels,Stanford,ND,Stan,-,-,44,18.90,44,18.90,243.25,1.26,0.93,11.5,26.07,9.34,2.8,0.25
Cade Klubnik,Clemson,Wake,Clem,-,-,45,18.85,45,18.85,233.88,1.65,0.74,10.1,14.17,9.47,1.5,0.25
Ethan Vasko,Coastal Carolina,JMU,CoastC,-,-,46,18.70,46,18.70,209.84,1.65,0.58,11.4,27.20,6.51,4.2,0.16
Jack Turner,Louisiana Tech,MiddTn,MiddTn,-,-,47,18.56,47,18.56,234.20,1.27,1.10,11.4,16.02,7.25,2.2,0.42
Luke Altmyer,Illinois,Purdue,Purdue,-,-,48,18.53,48,18.53,224.40,1.50,1.25,11.4,20.38,9.27,2.2,0.25
Devon Dampier,New Mexico,AF,AF,-,-,49,18.50,49,18.50,217.63,1.41,0.99,12.2,16.87,6.20,2.7,0.41
Blake Shapen,Mississippi State,UGa,MissSt,-,-,50,18.44,50,18.44,228.07,1.51,0.76,12.6,12.52,6.55,1.9,0.34
Mikey Keene,Fresno State,WashSt,WashSt,-,-,51,18.13,51,18.13,274.68,2.10,1.01,10.5,-17.65,4.45,-4.0,0.08
Anthony Colandrea,Virginia,Lou,Lou,-,-,52,18.01,52,18.01,226.52,1.40,1.05,11.8,28.38,9.78,2.9,0.09
Drew Allar,Penn State,USC,PSU,-,-,53,18.00,53,18.00,179.45,1.82,0.25,12.5,20.52,6.21,3.3,0.25
Graham Mertz,Florida,Tenn,Fla,-,-,54,17.96,54,17.96,252.82,1.76,0.59,11.6,-6.95,5.78,-1.2,0.25
Brendan Sorsby,Cincinnati,UCF,Cin,-,-,55,17.93,55,17.93,192.98,1.43,0.59,11.7,24.98,8.63,2.9,0.34
Hudson Card,Purdue,Ill,Purdue,-,-,56,17.84,56,17.84,207.96,1.25,0.66,11.4,20.36,7.81,2.6,0.42
Will Rogers,Washington,Iowa,Wash,-,-,57,17.47,57,17.47,258.10,1.90,0.74,11.2,-4.63,3.31,-1.4,0.00
Parker Navarro,Ohio,CentMi,Ohio,-,-,58,17.42,58,17.42,195.85,1.15,1.07,11.3,30.15,8.13,3.7,0.33
Brett Gabbert,Miami (OH),EastMi,Mia-O,-,-,59,17.35,59,17.35,190.76,1.61,0.85,14.0,17.76,6.43,2.8,0.25
Diego Pavia,Vanderbilt,Kty,Vandy,-,-,60,17.25,60,17.25,177.42,1.23,0.82,13.0,32.68,8.19,4.0,0.33
Spencer Petras,Utah State,UNLV,UNLV,-,-,61,17.19,61,17.19,242.88,1.59,2.17,12.2,1.25,6.10,0.2,0.17
Tyler Van Dyke,Wisconsin,Rut,Wisc,-,-,62,17.08,62,17.08,241.20,1.69,1.10,11.0,1.77,2.61,0.7,0.08
Keyone Jenkins,Florida International,Lib,FIU,-,-,63,16.54,63,16.54,224.38,1.18,1.01,11.7,2.88,9.56,0.3,0.42
Grant Wilson,Old Dominion,GaSt,ODU,-,-,64,16.51,64,16.51,182.10,1.41,0.75,12.1,20.85,10.47,2.0,0.25
Cam Fancher,Florida Atlantic,NorTx,NorTx,-,-,65,16.38,65,16.38,195.05,1.15,1.07,9.7,19.98,8.72,2.3,0.33
Brock Vandagriff,Kentucky,Vandy,Vandy,-,-,66,16.34,66,16.34,202.25,1.48,0.82,12.9,13.34,4.45,3.0,0.16
Kyle McCord,Syracuse,NCSU,Syr,-,-,67,16.24,67,16.24,247.91,1.68,0.76,12.1,-3.95,2.60,-1.5,0.00
Evan Svoboda,Wyoming,SDSU,SDSU,-,-,68,15.88,68,15.88,192.40,1.26,0.84,10.8,16.09,5.14,3.1,0.25
Gevani McCoy,Oregon State,Nevada,OreSt,-,-,69,15.73,69,15.73,208.72,1.60,0.84,11.5,4.88,3.28,1.5,0.08
Ethan Garbers,UCLA,Minn,Minn,-,-,70,15.55,70,15.55,201.34,1.40,0.82,11.9,14.21,5.26,2.7,0.08
Bryson Daily,Army,UAB,UAB,-,-,71,15.31,71,15.31,79.44,0.59,0.59,15.2,67.60,17.80,3.8,0.50
Hayden Wolff,Western Michigan,Akron,Akron,-,-,72,15.13,72,15.13,214.57,1.18,0.67,10.2,3.20,6.40,0.5,0.25
John Busha,Air Force,NM,AF,-,-,73,15.04,73,15.04,76.31,0.70,0.35,18.1,54.86,14.42,3.8,0.62
Nate Yarnell,Pittsburgh,Cal,Cal,-,-,74,14.86,74,14.86,201.20,1.36,0.76,10.4,3.57,5.27,0.7,0.17
Tate Rodemaker,Southern Miss,UL-Mon,SouMis,-,-,75,14.84,75,14.84,194.22,1.49,1.16,11.3,6.05,6.05,1.0,0.08
Athan Kaliakmanis,Rutgers,Wisc,Wisc,-,-,76,14.32,76,14.32,157.56,1.25,0.75,11.6,15.37,6.15,2.5,0.25
Owen McCown,UTSA,Rice,Tx-SA,-,-,77,14.29,77,14.29,167.09,1.14,0.65,11.7,15.54,4.99,3.1,0.25
General Booty,Louisiana-Monroe,SouMis,SouMis,-,-,78,14.18,78,14.18,175.29,1.15,0.98,12.3,15.84,7.22,2.2,0.16
Malachi Nelson,Boise State,Hawaii,Boise,-,-,79,14.16,79,14.16,224.00,0.00,0.00,14.0,52.00,16.00,3.3,0.00
Jake Retzlaff,BYU,Ari,Ari,-,-,80,14.16,80,14.16,154.25,1.00,0.50,11.6,14.92,6.75,2.2,0.42
Kadin Semonza,Ball State,KentSt,BallSt,-,-,81,13.79,81,13.79,182.80,1.34,1.17,10.4,6.12,6.12,1.0,0.08
Ben Finley,Akron,WestMI,Akron,-,-,82,13.59,82,13.59,190.33,1.27,0.93,11.4,3.89,4.91,0.8,0.08
Fernando Mendoza,California,Pitt,Cal,-,-,83,13.58,83,13.58,155.50,1.19,0.85,11.5,10.71,6.04,1.8,0.26
Joe Labas,Central Michigan,Ohio,Ohio,-,-,84,13.45,84,13.45,169.95,1.16,0.91,11.9,10.26,6.87,1.5,0.17
Hank Bachmeier,Wake Forest,Clem,Clem,-,-,85,13.10,85,13.10,187.17,1.08,0.58,12.2,2.83,5.75,0.5,0.17
Cade McNamara,Iowa,Wash,Wash,-,-,86,13.03,86,13.03,175.71,1.15,0.82,12.0,4.19,5.17,0.8,0.16
Taisun Phommachanh,Massachusetts,Missou,Missou,-,-,87,12.94,87,12.94,178.27,0.91,0.66,10.8,6.94,6.28,1.1,0.25
Conner Harrell,North Carolina,GaTech,GaTech,-,-,88,12.80,88,12.80,167.92,1.07,0.66,13.0,8.15,3.87,2.1,0.16
Max Brosmer,Minnesota,UCLA,Minn,-,-,89,12.50,89,12.50,151.96,1.23,0.66,12.4,5.09,3.94,1.3,0.16
Cole Snyder,Eastern Michigan,Mia-O,Mia-O,-,-,90,12.15,90,12.15,167.75,1.01,0.76,10.2,9.00,5.97,1.5,0.08
Connor Bazelak,Bowling Green,NIU,NIU,-,-,91,11.44,91,11.44,175.17,1.01,0.67,11.6,-11.20,5.13,-2.2,0.25
Dylan Morris,James Madison,CoastC,CoastC,-,-,92,11.25,92,11.25,146.60,0.93,1.01,12.5,6.59,5.49,1.2,0.17
Ethan Hampton,Northern Illinois,BGSU,NIU,-,-,93,11.01,93,11.01,136.07,0.85,0.77,11.8,6.07,4.19,1.4,0.26
Sam Leavitt,Arizona State,Utah,Utah,-,-,94,10.95,94,10.95,147.02,0.92,0.74,11.6,10.24,2.70,3.8,0.06
AJ Duffy,San Diego State,Wyo,SDSU,-,-,95,10.88,95,10.88,232.00,0.00,0.00,11.6,16.00,12.00,1.3,0.00
Jack Shields,Buffalo,Toledo,Toledo,-,-,96,10.81,96,10.81,140.24,0.73,0.90,12.5,12.82,3.67,3.5,0.16
Mike Wright,Northwestern,MD,NW,-,-,97,10.48,97,10.48,97.09,0.59,0.59,9.8,27.06,6.60,4.1,0.25
Brendon Lewis,Nevada,OreSt,OreSt,-,-,98,10.37,98,10.37,110.02,0.66,0.58,10.4,23.23,5.81,4.0,0.17
Ben Wooldridge,Louisiana-Lafayette,App,App,-,-,99,10.29,99,10.29,103.10,0.81,0.24,11.6,14.73,3.64,4.0,0.24
Devin Kargman,Kent,BallSt,BallSt,-,-,100,10.23,100,10.23,153.48,1.01,0.84,10.9,-9.39,6.71,-1.4,0.17
Chandler Fields,Louisiana-Lafayette,App,App,-,-,101,9.76,101,9.76,103.75,0.81,0.32,11.8,9.14,3.64,2.5,0.24
MJ Morris,Maryland,NW,NW,-,-,102,9.72,102,9.72,137.80,0.76,0.68,12.1,1.36,3.98,0.3,0.17
Cade McConnell,UTEP,WestKy,UTEP,-,-,103,9.43,103,9.43,129.80,0.76,0.51,12.7,6.93,4.65,1.5,0.08
Zach Gibson,Georgia State,ODU,ODU,-,-,104,9.05,104,9.05,126.00,0.76,0.68,11.9,4.65,4.65,1.0,0.08
Max Johnson,North Carolina,GaTech,GaTech,-,-,105,8.69,105,8.69,112.00,0.74,0.33,12.8,2.55,4.86,0.5,0.16
Emmett Brown,San Jose State,ColoSt,SJSU,-,-,106,8.40,106,8.40,117.55,0.74,0.66,10.8,2.31,2.89,0.8,0.08
Chandler Rogers,California,Pitt,Cal,-,-,107,8.32,107,8.32,103.43,0.76,0.17,12.0,6.19,2.46,2.5,0.08
CJ Ogbonna,Buffalo,Toledo,Toledo,-,-,108,7.98,108,7.98,93.65,0.51,0.60,12.8,11.61,3.07,3.8,0.17
Walker Eget,San Jose State,ColoSt,SJSU,-,-,109,7.97,109,7.97,113.75,0.66,0.66,10.9,2.81,2.81,1.0,0.08
Skyler Locklear,UTEP,WestKy,UTEP,-,-,110,5.94,110,5.94,85.35,0.42,0.25,12.3,3.30,3.30,1.0,0.08
Cole Pennington,Marshall,GaSo,Marsh,-,-,111,5.70,111,5.70,69.13,0.51,0.42,10.9,3.98,1.44,2.8,0.08
Braylon Braxton,Marshall,GaSo,Marsh,-,-,112,5.67,112,5.67,70.23,0.42,0.42,11.1,6.60,1.61,4.1,0.08
Alonza Barnett,James Madison,CoastC,CoastC,-,-,113,5.64,113,5.64,55.75,0.33,0.41,12.5,10.97,2.47,4.4,0.16
Beau Pribula,Penn State,USC,PSU,-,-,114,5.60,114,5.60,23.32,0.29,0.10,12.7,17.61,3.29,5.4,0.29
Santino Marucci,New Mexico State,JacSt,NMSt,-,-,115,5.45,115,5.45,70.00,0.48,0.56,11.9,2.34,2.90,0.8,0.08
Eddie Lee Marburger,UTSA,Rice,Tx-SA,-,-,116,5.43,116,5.43,69.03,0.48,0.24,11.0,2.50,2.50,1.0,0.08
Christian Veilleux,Georgia State,ODU,ODU,-,-,117,5.22,117,5.22,82.82,0.51,0.42,11.5,-1.18,2.37,-0.5,0.00
Parker Awad,New Mexico State,JacSt,NMSt,-,-,118,5.16,118,5.16,52.82,0.34,0.34,11.4,11.53,2.92,3.9,0.09
Stone Earle,Marshall,GaSo,Marsh,-,-,119,5.14,119,5.14,71.33,0.42,0.42,11.4,5.92,1.35,4.4,0.00
Brady Lichtenberg,Cincinnati,UCF,Cin,-,-,120,4.68,120,4.68,21.65,0.16,0.08,12.7,17.11,4.30,4.0,0.24
Zevi Eckhaus,Washington State,Fres,WashSt,-,-,121,4.66,121,4.66,66.75,0.37,0.37,11.9,4.87,1.50,3.2,0.00
Chubba Purdy,Nevada,OreSt,OreSt,-,-,122,4.56,122,4.56,47.18,0.24,0.24,10.7,12.08,2.86,4.2,0.08
Tyler Huff,Jacksonville State,NMSt,NMSt,-,-,123,4.44,123,4.44,31.35,0.24,0.16,130.6,12.86,3.49,3.7,0.16
Deuce Hogan,New Mexico State,JacSt,NMSt,-,-,124,4.32,124,4.32,54.37,0.34,0.34,12.2,2.49,2.49,1.0,0.09
Billy Edwards,Maryland,NW,NW,-,-,125,4.29,125,4.29,43.27,0.24,0.24,11.5,5.96,2.04,2.9,0.16
Jalen Macon,Northern Illinois,BGSU,NIU,-,-,126,4.25,126,4.25,53.76,0.32,0.32,11.6,3.36,1.68,2.0,0.08
Camden Orth,Bowling Green,NIU,NIU,-,-,127,3.96,127,3.96,21.00,0.09,0.09,12.1,11.18,3.73,3.0,0.27
Jack Lausch,Northwestern,MD,NW,-,-,128,3.77,128,3.77,37.88,0.27,0.18,10.6,6.45,1.70,3.8,0.09
Gerry Bohanon,BYU,Ari,Ari,-,-,129,3.52,129,3.52,33.64,0.25,0.08,11.7,6.44,1.61,4.0,0.08
Jeff Sims,Arizona State,Utah,Utah,-,-,130,3.35,130,3.35,60.00,0.00,0.50,12.0,9.50,2.00,4.8,0.00
Bert Emanuel,Central Michigan,Ohio,Ohio,-,-,131,2.62,131,2.62,19.85,0.18,0.18,12.5,5.91,1.41,4.2,0.09
McCae Hillstead,BYU,Ari,Ari,-,-,132,2.58,132,2.58,33.64,0.25,0.17,11.7,2.20,2.46,0.9,0.00
Gavin Wimsatt,Kentucky,Vandy,Vandy,-,-,133,2.49,133,2.49,12.64,0.08,0.08,13.2,7.04,1.76,4.0,0.16
Ryan Hilinski,Northwestern,MD,NW,-,-,134,2.42,134,2.42,37.25,0.18,0.09,11.3,2.15,1.07,2.0,0.00
Nate Johnson,Vanderbilt,Kty,Vandy,-,-,135,2.41,135,2.41,19.18,0.09,0.09,13.2,7.36,2.36,3.1,0.09
Caden Veltkamp,Western Kentucky,UTEP,UTEP,-,-,136,2.24,136,2.24,27.43,0.24,0.08,11.2,1.63,0.65,2.5,0.00
Cameron Edge,Maryland,NW,NW,-,-,137,2.07,138,2.07,34.41,0.17,0.17,13.1,0.17,0.68,0.3,0.00
Michael Kern,Wake Forest,Clem,Clem,-,-,138,2.07,137,2.07,28.62,0.18,0.09,11.9,2.13,1.07,2.0,0.00
Colin Parachek,Marshall,GaSo,Marsh,-,-,139,2.01,139,2.01,24.93,0.19,0.19,11.2,2.70,1.12,2.4,0.00
Pierce Clarkson,Louisville,UVa,Lou,-,-,140,1.61,140,1.61,21.26,0.18,0.09,14.2,0.53,0.18,2.9,0.00
Steve Angeli,Notre Dame,Stan,Stan,-,-,141,1.59,141,1.59,17.45,0.18,0.09,13.7,1.64,0.45,3.6,0.00
Elijah Brown,Stanford,ND,Stan,-,-,142,1.56,142,1.56,19.67,0.08,0.08,11.2,4.42,2.00,2.2,0.00
Ben Gulbranson,Oregon State,Nevada,OreSt,-,-,143,1.50,143,1.50,20.78,0.15,0.07,11.4,0.88,0.66,1.3,0.00
Devin Brown,Ohio State,Oregon,OhioSt,-,-,144,1.41,144,1.41,15.70,0.15,0.07,13.2,1.93,0.74,2.6,0.00
Justin Lamson,Stanford,ND,Stan,-,-,145,1.38,145,1.38,5.67,0.00,0.00,11.3,6.58,2.33,2.8,0.08
Ty Simpson,Alabama,SCar,SCar,-,-,146,1.37,146,1.37,7.89,0.00,0.00,14.1,3.89,0.89,4.4,0.11
Tony Muskett,Virginia,Lou,Lou,-,-,147,1.25,147,1.25,20.93,0.07,0.07,11.0,1.17,0.95,1.2,0.00
Dematrius Davis,UTSA,Rice,Tx-SA,-,-,148,1.24,148,1.24,13.43,0.10,0.10,10.8,3.24,0.86,3.8,0.00
Jayden Maiava,USC,PSU,PSU,-,-,149,1.24,149,1.24,17.10,0.10,0.10,13.2,1.60,0.50,3.2,0.00
Justyn Martin,UCLA,Minn,Minn,-,-,150,1.14,150,1.14,13.78,0.11,0.11,12.4,1.44,0.67,2.1,0.00
Dante Moore,Oregon,OhioSt,OhioSt,-,-,151,1.14,151,1.14,15.44,0.11,0.11,11.6,0.78,0.33,2.4,0.00
Bryson Barnes,Utah State,UNLV,UNLV,-,-,152,1.12,152,1.12,14.90,0.10,0.10,12.4,1.20,0.60,2.0,0.00
Ethan Crawford,Southern Miss,UL-Mon,SouMis,-,-,153,1.09,153,1.09,13.56,0.11,0.11,11.1,1.00,0.44,2.3,0.00
Dexter Williams,Georgia Southern,Marsh,Marsh,-,-,154,1.04,154,1.04,13.52,0.08,0.08,12.1,1.76,0.56,3.1,0.00
Ryan Burger,Liberty,FIU,FIU,-,-,155,1.02,155,1.02,8.00,0.14,0.00,14.0,1.29,0.71,1.8,0.00
Gabarri Johnson,Oregon State,Nevada,OreSt,-,-,156,1.00,156,1.00,13.80,0.10,0.10,11.5,0.50,0.40,1.3,0.00
Gunner Stockton,Georgia,MissSt,MissSt,-,-,157,0.99,157,0.99,7.50,0.08,0.00,11.2,3.58,0.83,4.3,0.00
Braedyn Locke,Wisconsin,Rut,Wisc,-,-,158,0.88,158,0.88,12.91,0.09,0.09,10.9,0.00,0.18,0.0,0.00
Arch Manning,Texas,Okla,Tex,-,-,159,0.82,159,0.82,8.60,0.10,0.00,12.3,0.80,0.40,2.0,0.00
Ta'Quan Roberson,Kansas State,Colo,KanSt,-,-,160,0.78,160,0.78,7.29,0.00,0.00,12.8,4.86,1.43,3.4,0.00
Nicco Marchiol,West Virginia,IaSt,IaSt,-,-,161,0.75,161,0.75,5.00,0.00,0.00,10.0,5.50,1.50,3.7,0.00
AJ Padgett,Rice,Tx-SA,Tx-SA,-,-,162,0.75,162,0.75,6.00,0.13,0.00,9.5,0.13,0.25,0.5,0.00
Hunter Herring,Louisiana-Monroe,SouMis,SouMis,-,-,163,0.74,163,0.74,6.53,0.06,0.06,12.3,2.41,0.53,4.5,0.00
Drew Pyne,Missouri,UMass,Missou,-,-,164,0.74,164,0.74,7.73,0.09,0.00,12.1,0.64,0.36,1.8,0.00
Ajani Sheppard,Rutgers,Wisc,Wisc,-,-,165,0.73,165,0.73,6.50,0.00,0.00,13.0,4.67,1.17,4.0,0.00
Tahj Bullock,Akron,WestMI,Akron,-,-,166,0.62,167,0.62,6.06,0.06,0.06,11.4,1.47,0.47,3.1,0.00
Ahmad Haston,Massachusetts,Missou,Missou,-,-,167,0.62,166,0.62,6.76,0.06,0.06,10.4,1.18,0.47,2.5,0.00
Robby Ashford,South Carolina,Ala,SCar,-,-,168,0.60,168,0.60,5.63,0.00,0.00,11.3,3.75,0.88,4.3,0.00
JJ Kohl,Iowa State,WVU,IaSt,-,-,169,0.54,170,0.54,7.86,0.00,0.00,13.8,2.29,0.57,4.0,0.00
RJ Martinez,Texas State,ArkSt,ArkSt,-,-,170,0.54,169,0.54,7.88,0.00,0.00,12.5,2.25,0.50,4.5,0.00
Emmett Morehead,Old Dominion,GaSt,ODU,-,-,171,0.53,172,0.53,6.65,0.06,0.00,12.5,0.29,0.12,2.4,0.00
Tommy Ulatowski,Kent,BallSt,BallSt,-,-,172,0.53,171,0.53,6.13,0.06,0.06,12.3,0.38,0.19,2.0,0.00
Zach Pyron,Georgia Tech,UNC,GaTech,-,-,173,0.51,173,0.51,7.43,0.00,0.00,13.0,2.14,0.57,3.8,0.00
Sam Huard,Utah,AriSt,Utah,-,-,174,0.50,174,0.50,7.47,0.06,0.06,12.7,-0.35,0.24,-1.5,0.00
Tyriq Starks,Florida Atlantic,NorTx,NorTx,-,-,175,0.48,176,0.48,12.10,0.00,0.00,10.1,0.00,0.40,0.0,0.00
Hajj-Malik Williams,UNLV,UtahSt,UNLV,-,-,176,0.48,175,0.48,8.00,0.00,0.00,14.0,1.57,0.57,2.8,0.00
Eli Holstein,Pittsburgh,Cal,Cal,-,-,177,0.47,177,0.47,6.37,0.05,0.05,11.0,0.05,0.11,0.5,0.00
Timmy McClain,Arkansas State,TxSt,ArkSt,-,-,178,0.47,178,0.47,8.43,0.00,0.00,14.8,1.29,0.43,3.0,0.00
John Alan Richter,Toledo,Buff,Toledo,-,-,179,0.47,179,0.47,6.86,0.00,0.00,12.0,2.00,0.57,3.5,0.00
Jacurri Brown,Central Florida,Cin,Cin,-,-,180,0.46,180,0.46,6.57,0.00,0.00,9.3,2.00,0.57,3.5,0.00
Drew Viotto,Eastern Michigan,Mia-O,Mia-O,-,-,181,0.46,181,0.46,5.86,0.00,0.00,10.3,2.29,1.43,1.6,0.00
Evan Bullock,Louisiana Tech,MiddTn,MiddTn,-,-,182,0.45,182,0.45,6.88,0.00,0.00,10.9,1.75,1.13,1.5,0.00
CJ Bailey,North Carolina State,Syr,Syr,-,-,183,0.44,183,0.44,7.00,0.00,0.00,12.3,1.57,0.57,2.8,0.00
Walker Howard,Mississippi,LSU,Miss,-,-,184,0.44,184,0.44,8.75,0.00,0.00,13.9,0.88,0.38,2.3,0.00
Noah Kim,Coastal Carolina,JMU,CoastC,-,-,185,0.43,185,0.43,7.14,0.00,0.00,12.5,1.43,0.57,2.5,0.00
AJ Swann,LSU,Miss,Miss,-,-,186,0.42,186,0.42,8.00,0.00,0.00,12.7,1.00,0.75,1.3,0.00
DJ Lagway,Florida,Tenn,Fla,-,-,187,0.40,189,0.40,7.13,0.00,0.00,11.3,1.13,0.38,3.0,0.00
Cash McCollum,North Texas,FlaAtl,NorTx,-,-,188,0.40,188,0.40,7.00,0.00,0.00,12.5,1.22,0.56,2.2,0.00
Xavier Williams,Middle Tenn. St,LaTech,MiddTn,-,-,189,0.40,187,0.40,6.63,0.00,0.00,10.5,1.38,0.38,3.6,0.00
Cade Cunningham,Memphis,USF,Mem,-,-,190,0.39,191,0.39,7.44,0.00,0.00,11.1,0.89,0.33,2.7,0.00
Trent Pearman,Clemson,Wake,Clem,-,-,191,0.39,193,0.39,6.33,0.00,0.00,9.4,1.33,0.56,2.4,0.00
Casey Thompson,Oklahoma,Tex,Tex,-,-,192,0.39,194,0.39,8.88,0.00,0.00,14.1,0.38,0.50,0.8,0.00
Callum Wither,Ohio,CentMi,Ohio,-,-,193,0.39,192,0.39,6.86,0.00,0.00,12.0,1.14,0.43,2.7,0.00
